headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,equip,"(ある目的のために必要な装備などで)〈人〉‘に'支度させる,〈船・軍隊など〉‘に'装備する《+名+with+名》,(…に備えて)…‘に'支度させる,‘を'装備する《+名+for+名》  / (必要な知識・能力などを)〈人〉‘に'身につけさせる:《equip+名〈人〉+with+名+for+名…に備えて…を人に身につけさせる》",/ɪˈkwɪp/,14266,He equipped himself with the necessary tools for the job.,彼は仕事のために必要な道具を装備した。,2998225
,,,excellence,"(…における)優秀さ,卓越《+in(at)+名》,(…として)優れていること《+as+名》",/ˈɛksələns/,14647,She demonstrated excellence in her work.,彼女は仕事で優秀さを示しました。,2998316
,,,factual,【形】事実の / 事実に基づく,/'fæk(t)ʃuəl/,15087,The scientist presented factual evidence to support his theory.,科学者は彼の理論を支持するための事実に基づく証拠を提示しました。,1651658
,,,familiarity,"【名/U】《...を》よく知っていること《with ...》 / 《人に対する》親しさ,親密さ《with ...》 / 馴れ馴れしさ / 《しばしば複数形で》馴れ馴れしい態度",/fəˌmɪliˈærəti/,15195,Familiarity breeds contempt.,親しみは軽蔑を生む。,2998476
,,,favorable,"好意的な,賛成の  / 有利な,都合のよい",/'feɪvərəbəl/,15352,He received a favorable response from the audience.,彼は観客から好意的な反応を受けました。,2998527
,,,faulty,"欠陥のある,不完全な",/'fɔːlti/,15344,The faulty machine caused the production to stop.,故障した機械のせいで生産が停止した。,2998522
,,,ferry,"渡し船,連絡船(ferryboat),連絡船の便  / 渡し場,連絡船の発着場",/ˈfɛri/,15516,I took the ferry to the island.,私は渡し船で島に行きました。,2998568
,,,forum,"《the Fo・rum》(古代ローマの)大広場,市場(商業取引や裁判・政治などの集会所として用いられた)  / 〈C〉(公開討論・批判などの)広場,フォーラム  / 〈C〉討論会",/ˈfɔː.rəm/,16706,I attended a forum on ancient Roman history.,私は古代ローマの歴史に関するフォーラムに参加しました。,2998867
,,,freelance,"【名/C】フリーランサー, 自由契約者 / 【形】自由契約者として働く / (仕事などが)自由契約の",/'friː.læns/,16913,I work as a freelance graphic designer.,私はフリーランスのグラフィックデザイナーとして働いています。,1637409
,,,freight,"【名/U】貨物運送 / 運送料, 運賃 / 積荷 / 【動/他】(船・貨車)に《...の》貨物を積む 《with ...》 / (貨物として) を運送する",/frɛɪt/,16940,The freight train arrived at the station on time.,貨物列車は時間通りに駅に到着しました。,2998918
,,,gallon,ガロン(液量の単位;《米》3.7853リットル;《英》4.546リットル),/ˈɡælən/,17409,I bought a gallon of milk at the grocery store.,私はスーパーマーケットで牛乳を１ガロン買いました。,2999029
,,,gardener,"植木屋,庭師,園丁",/ˈɡɑːrdnər/,17500,The gardener is pruning the bushes in the garden.,植木屋が庭の木々を剪定しています。,2999050
,,,graph,"グラフ,図表",/ɡræf/,18411,I created a graph to visualize the data.,データを視覚化するためにグラフを作成しました。,2999280
,,,gossip,"(特に他人の私事についての)うわさ話  / 〈U〉(新聞などの)ゴシップ,閑話  / 〈C〉うわさ話の好きな人,おしゃべりな人",/ˈɡɑsɪp/,18269,I heard some juicy gossip about our neighbor.,私たちの隣人についてのおもしろいうわさを聞いた。,2999241
,,,grill,"〈C〉(肉・魚などの)焼き網  / 焼き肉,焼き魚",/ɡrɪl/,18582,The chef cooked an alfonsino on the grill.,シェフはグリルで金目鯛を焼きました。,1626165
,,,gym,〈C〉=gymnasium l  / 〈U〉(学科目の)体操(gymnastics),/dʒɪm/,18869,I go to the gym every morning to work out.,毎朝、体を鍛えるためにジムに行きます。,2999401
,,,hereby,"これをもって,ここに,これによって / この結果として / ここで",/hɪərˈbaɪ/,19748,I hereby declare that I will be running for president.,私はここに、私が大統領に立候補することを宣言します。,2999648
,,,hike,"ハイキング(徒歩旅行)する  / …‘を'ぐいと引っ張り上げる《+up+名,+名+up》  / 〈物価など〉‘を'引き上げる  / ハイキング,徒歩旅行  / 《米話》(物価などの)引き上げ",/haɪk/,19958,I love to hike in the mountains.,私は山でハイキングするのが大好きです。,2999696
,,,inexpensive,"安い,費用のかからない",/ɪnˈɛkspɛnsɪv/,21747,This restaurant offers inexpensive meals.,このレストランは安価な食事を提供しています。,3000154
,,,insert,"(…に)…‘を'差し込む,挿入する《+名+in(into, between)+名》  / 挿入物;(別刷りの)差し込みページ;(新聞などの)折り込みビラ",/ɪnˈsɜːrt/,22037,Please insert the key into the lock.,鍵をロックに差し込んでください。,3000240
,,,intern,"【名/C】インターン , 研修生 / 【動/自】インターンとして勤務する",/ˈɪntərn/,22292,I worked as an intern at a tech company last summer.,私は去年の夏、テック企業でインターンとして働きました。,1639435
,,,irrelevant,"無関係の,重要でない",/ɪˈrɛləvənt/,22610,The color of the walls is irrelevant to the overall design.,壁の色は全体のデザインには無関係です。,3000397
,,,jam,〈U〉ジャム,/dʒæm/,22780,I spread jam on my toast every morning.,毎朝、私はトーストにジャムを塗ります。,3000454
,,,jam,"〈他〉《...に》を押し込む《into, in, between ...》 / 《...で》をぎっしりふさぐ《with ...》 / 〈自〉〈物が〉つかえる,詰まる",/dʒæm/,22781,I managed to jam all my clothes into the suitcase.,私はスーツケースに自分の全ての服を押し込むことができました。,6535444
,,,jewelry,(宝石・貴金属類の)装身具類 / [[jewellery]],/dʒuːəlri/,22921,She wore a beautiful piece of jewelry to the party.,彼女はパーティーに美しい宝石を身に着けていました。,3000486
,,,jet,〈C〉(水・ガス・蒸気などの)噴出  / 噴出物 / 噴出口 / ジェット機,/dʒɛt/,22900,The jet took off in a hurry.,ジェット機は急いで離陸した。,1623501
,,,juice,"〈U〉〈C〉(果物・野菜・肉などの)汁,液,ジュース;〈U〉(植物の)樹液  / 《複数形で》(動物の)体液,分泌液  / 〈U〉《俗》電気;ガソリン,燃料オイル  / …‘から'汁をしぼり取る",/dʒuːs/,23110,I love to drink a glass of freshly squeezed juice.,私は新鮮なジュースを一杯飲むのが大好きです。,1623505
,,,keyboard,(ピアノ・タイプライターなどの)鍵盤(けんばん),/ˈkiː.bɔːd/,23309,I love playing the piano. The keyboard is my favorite part.,私はピアノを弾くのが大好きです。鍵盤は私のお気に入りの部分です。,3000589
,,,leak,"〈U〉〈C〉(水・空気・ガス・光などが)漏れること  / 〈C〉漏れ口,漏れ穴  / 〈C〉(秘密などの)漏えい《+of+名》",/liːk/,24106,There was a leak in the pipe.,パイプに漏れがありました。,3000774
,,,lecturer,〈C〉《...の》講演者《in ...》 / (大学の)講師,/ˈlɛktʃərər/,24160,The lecturer gave an informative presentation on the topic.,講演者はそのトピックについての情報を提供するプレゼンテーションを行いました。,3000790
,,,logical,"論理学の  / 論理的な  / (論理上)必然の,不可避の",/lɑːdʒɪkəl/,24920,Logical reasoning is an important skill in the field of philosophy.,論理的な推論は哲学の分野で重要なスキルです。,1662581
,,,mask,"(顔の一部または全部をおおう)仮面,覆面  / (防護用の)マスク,面  / (石膏(せっこう)などの)面型  / (物・事柄を)覆い隠すもの;見せかけ  /",/mæsk/,26002,She wore a mask to protect herself from the dust.,彼女はほこりから身を守るためにマスクを着用しました。,3001241
,,,mechanic,"機械工,職工",/məˈkænɪk/,26257,The mechanic fixed my car.,機械工は私の車を修理しました。,3001313
,,,merge,"〈自〉〈会社・組織が〉合併する, 《...と》合併する《with ...》 / 《…に》溶け込む《into, in ...》 / 〈他〉〈会社・組織〉を合併する, 《...と》...を合併する《with ...》",/mɜːrdʒ/,26490,The two companies decided to merge in order to expand their market share.,2つの会社は市場シェアを拡大するために合併することを決定しました。,3001375
,,,needy,非常に暮らしに困っている  / 《名詞的に;the~》《集合的に;複数扱い》貧困者たち,/'ni.di/,28317,We should help the needy.,我々は貧しい人たちを援助すべきだ。,97700
,,,obtain,"〈他〉(努力して)…を得る, を手に入れる / 《...に》...をもたらす, を得させる《for ...》 / 〈自〉《文》〈習慣・制度などが〉存続する",/əbˈteɪn/,29236,I was able to obtain the information I needed.,必要な情報を手に入れることができました。,3002098
,,,occurrence,"〈U〉(事件などが) 起こること, 発生 / 〈C〉でき事, 事件",/əˈkɜrəns/,29270,The occurrence of the event was unexpected.,事件の発生は予期されなかった。,3002111
,,,overview,"〈C〉概観,大要",/ˈoʊvərˌvjuː/,30185,"Before we get into the details, let me give you a brief overview of the project.",詳しい説明に入る前に、プロジェクトの概要を説明します。,1626905
,,,pad,"〈C〉(衝撃・摩擦などを防ぐ)当て物, 緩衝材, 詰め物 / スタンプ台,インク台",/pæd/,30329,I always keep a pad of paper and a pen in my bag.,私はいつもバッグにメモ帳とペンを持ち歩いています。,1644186
,,,performer,"《修飾語を伴って》実行する人,遂行する人  / 演奏者,上演者;(特に)芸人",/pɚˈfɔːrmɚ/,31308,The performer captivated the audience with their incredible talent.,パフォーマーは信じられない才能で観客を魅了しました。,3002712
,,,pepper,〈U〉こしょう  / 〈C〉コショウ科の植物  / 〈C〉こしょうの実  / …‘に'こしょうをかける  / (繰り返し…を)…‘に'振りかける《+名+with+名》,/'pɛpər/,31237,I like to sprinkle pepper on my pizza.,私はピザにこしょうをふりかけるのが好きです。,3002694
,,,polish,"…‘を'磨く,光らせる,‘の'つやを出す  / 〈態度・言葉など〉‘を'洗練する,上品にする  / 〈文章・演技など〉‘に'磨きをかける  / 磨いてつやが出る,滑らかになる",/pɑˈlɪʃ/,32487,I need to polish my shoes before the party.,パーティー前に靴を磨かないといけない。,3002917
